hcpid,zip,calls
HCP05466,04003,58
HCP05467,63001,54
HCP05468,30301,46
HCP05469,94103,55
HCP05470,70002,36
HCP05471,19702,19
HCP05472,27006,41
HCP05473,80003,53
HCP05474,24702,19
HCP05475,84002,31
HCP05476,19102,11
HCP05477,59003,37
HCP05478,08001,45
HCP05479,53003,9
HCP05480,46001,26
HCP05481,27008,28
HCP05482,82002,12
HCP05483,90001,16
HCP05484,48002,18
HCP05485,07003,22
HCP05486,96703,20
HCP05487,87002,45
HCP05488,98103,29
HCP05489,08003,42
HCP05490,24701,34
HCP05491,08001,26
HCP05492,07002,60
HCP05493,98103,53
HCP05494,71603,35
HCP05495,38602,26
HCP05496,33126,21
HCP05497,77002,19
HCP05498,05001,56
HCP05499,05009,25
HCP05500,02103,9
HCP05501,71602,58
HCP05502,43003,59
HCP05503,87004,55
HCP05504,35006,43
HCP05505,70003,60
HCP05506,97002,16
HCP05507,70001,54
HCP05508,05001,20
HCP05509,96704,33
HCP05510,53001,58
HCP05511,20603,54
HCP05512,71603,45
HCP05513,60002,22
HCP05514,96701,54
HCP05515,77002,23
HCP05516,99503,46
HCP05517,96701,8
HCP05518,98001,24
HCP05519,96703,33
HCP05520,57001,8
HCP05521,63002,41
HCP05522,32003,55
HCP05523,45203,41
HCP05524,59002,11
HCP05525,07002,47
HCP05526,57003,18
HCP05527,80001,35
HCP05528,10004,5
HCP05529,38603,40
HCP05530,96704,32
HCP05531,03033,55
HCP05532,60601,33
HCP05533,04003,50
HCP05534,98101,35
HCP05535,30004,48
HCP05536,55003,19
HCP05537,19104,7
HCP05538,87001,20
HCP05539,80002,46
HCP05540,55001,34
HCP05541,32004,32
HCP05542,99503,52
HCP05543,24712,44
HCP05544,48002,50
HCP05545,07003,40
HCP05546,88904,40
HCP05547,97003,32
HCP05548,96701,30
HCP05549,60602,15
HCP05550,58002,24
HCP05551,84003,44
HCP05552,80003,45
HCP05553,07001,50
HCP05554,08003,54
HCP05555,37011,43
HCP05556,63002,6
HCP05557,33125,14
HCP05558,45202,52
HCP05559,94104,16
HCP05560,46003,10
HCP05561,19104,52
HCP05562,83203,12
HCP05563,96701,34
HCP05564,02102,9
HCP05565,60002,38
HCP05566,68002,18
HCP05567,90212,56
HCP05568,32004,36
HCP05569,63001,47
HCP05570,45201,45
HCP05571,98003,7
HCP05572,77001,19
HCP05573,46002,9
HCP05574,73002,16
HCP05575,60003,8
HCP05576,63005,40
HCP05577,82003,51
HCP05578,16821,11
HCP05579,10001,11
HCP05580,02804,12
HCP05581,16820,45
HCP05582,96704,6
HCP05583,35005,56
HCP05584,05009,40
HCP05585,98102,9
HCP05586,24701,12
HCP05587,02801,57
HCP05588,58003,39
HCP05589,85003,18
HCP05590,19701,5
HCP05591,40003,54
HCP05592,32006,18
HCP05593,94104,37
HCP05594,19103,31
HCP05595,24701,31
HCP05596,10001,37
HCP05597,82003,24
HCP05598,30301,55
HCP05599,40006,13
HCP05600,46001,55
HCP05601,45202,15
HCP05602,68002,25
HCP05603,37012,7
HCP05604,82003,45
HCP05605,45203,30
HCP05606,30302,47
HCP05607,63002,58
HCP05608,63005,10
HCP05609,02804,19
HCP05610,48002,29
HCP05611,68001,20
HCP05612,27008,59
HCP05613,37010,48
HCP05614,75001,49
HCP05615,71602,49
HCP05616,80001,30
HCP05617,20002,47
HCP05618,90002,17
HCP05619,43003,38
HCP05620,40006,31
HCP05621,02103,59
HCP05622,60602,12
HCP05623,99502,54
HCP05624,20603,24
HCP05625,90210,38
HCP05626,20103,42
HCP05627,98103,23
HCP05628,71601,21
HCP05629,06002,26
HCP05630,04002,20
HCP05631,99503,40
HCP05632,82003,9
HCP05633,32004,48
HCP05634,60602,28
HCP05635,63001,47
HCP05636,66002,10
HCP05637,05002,47
HCP05638,85003,8
HCP05639,27006,45
HCP05640,90212,31
HCP05641,90210,30
HCP05642,27007,50
HCP05643,87001,17
HCP05644,08001,51
HCP05645,04003,33
HCP05646,94102,50
HCP05647,58001,48
HCP05648,20001,47
HCP05649,77001,16
HCP05650,40006,21
HCP05651,30004,43
HCP05652,46003,26
HCP05653,10003,53
HCP05654,80001,7
HCP05655,10004,20
HCP05656,82001,30
HCP05657,38602,25
HCP05658,70002,57
HCP05659,45203,30
HCP05660,29002,40
HCP05661,38603,45
HCP05662,40006,55
HCP05663,30002,52
HCP05664,58002,32
HCP05665,83202,34
HCP05666,30003,32
HCP05667,70002,60
HCP05668,90210,31
HCP05669,43002,15
HCP05670,53001,47
HCP05671,45202,26
HCP05672,58003,22
HCP05673,60601,10
HCP05674,99501,12
HCP05675,38601,60
HCP05676,35006,21
HCP05677,94104,10
HCP05678,20601,24
HCP05679,80002,7
HCP05680,98103,25
HCP05681,35006,22
HCP05682,10001,11
HCP05683,60602,7
HCP05684,16821,52
HCP05685,71603,10
HCP05686,37011,49
HCP05687,63005,14
HCP05688,77003,59
HCP05689,87004,16
HCP05690,10001,38
HCP05691,37010,33
HCP05692,60602,47
HCP05693,07001,42
HCP05694,90001,15
HCP05695,77002,47
HCP05696,55003,49
HCP05697,58002,35
HCP05698,57002,7
HCP05699,08001,6
HCP05700,08003,14
HCP05701,66003,42
HCP05702,63002,16
HCP05703,33126,15
HCP05704,33125,46
HCP05705,08003,28
HCP05706,29001,30
HCP05707,20001,5
HCP05708,98103,46
HCP05709,94105,33
HCP05710,85003,40
HCP05711,12001,54
HCP05712,20001,45
HCP05713,32003,48
HCP05714,20003,36
HCP05715,59003,44
HCP05716,68003,12
HCP05717,87002,18
HCP05718,63005,22
HCP05719,53003,54
HCP05720,96701,35
HCP05721,38602,57
HCP05722,20601,18
HCP05723,98102,50
HCP05724,01002,55
HCP05725,30003,29
HCP05726,57001,39
HCP05727,99503,25
HCP05728,19104,55
HCP05729,73003,49
HCP05730,38601,32
HCP05731,06002,50
HCP05732,59003,47
HCP05733,90001,35
HCP05734,33127,51
HCP05735,12002,34
HCP05736,66006,18
HCP05737,94103,22
HCP05738,77002,51
HCP05739,35004,52
HCP05740,20001,34
HCP05741,33127,49
HCP05742,50002,54
HCP05743,02801,21
HCP05744,30302,12
HCP05745,55002,24
HCP05746,20102,39
HCP05747,60602,17
HCP05748,29001,20
HCP05749,71601,48
HCP05750,33127,25
HCP05751,83202,53
HCP05752,40004,25
HCP05753,02101,20
HCP05754,20101,56
HCP05755,68003,54
HCP05756,57003,53
HCP05757,48001,8
HCP05758,46003,8
HCP05759,77002,26
HCP05760,80002,56
HCP05761,38603,22
HCP05762,20102,39
HCP05763,43001,42
HCP05764,01003,55
HCP05765,55002,12
HCP05766,80002,43
HCP05767,20101,18
HCP05768,90002,12
HCP05769,82003,48
HCP05770,46003,30
HCP05771,29003,5
HCP05772,96703,43
HCP05773,35005,27
HCP05774,20603,39
HCP05775,32006,30
HCP05776,80002,35
HCP05777,83202,16
HCP05778,75002,25
HCP05779,43003,23
HCP05780,53003,51
HCP05781,35005,10
HCP05782,99502,15
HCP05783,03031,50
HCP05784,02804,41
HCP05785,98101,28
HCP05786,19103,7
HCP05787,20103,5
HCP05788,98002,6
HCP05789,58001,14
HCP05790,98001,6
HCP05791,53001,8
HCP05792,63002,7
HCP05793,19102,48
HCP05794,55003,48
HCP05795,37010,13
HCP05796,88901,34
HCP05797,87004,27
HCP05798,59002,52
HCP05799,98103,47
HCP05800,66002,49
HCP05801,33127,20
HCP05802,29002,7
HCP05803,16820,7
HCP05804,37012,29
HCP05805,80002,46
HCP05806,35004,33
HCP05807,58002,35
HCP05808,37011,37
HCP05809,30302,18
HCP05810,16820,16
HCP05811,59002,28
HCP05812,57003,60
HCP05813,20102,46
HCP05814,06002,5
HCP05815,32004,42
HCP05816,07002,51
HCP05817,20001,38
HCP05818,05002,59
HCP05819,35004,15
HCP05820,70001,43
HCP05821,30302,22
HCP05822,99503,34
HCP05823,96701,6
HCP05824,98002,29
HCP05825,57002,59
HCP05826,60001,46
HCP05827,16822,43
HCP05828,83203,35
HCP05829,45203,18
HCP05830,80002,37
HCP05831,10003,34
HCP05832,90211,19
HCP05833,68003,10
HCP05834,88902,16
HCP05835,68003,15
HCP05836,38603,51
HCP05837,97003,21
HCP05838,71601,58
HCP05839,59003,8
HCP05840,96703,30
HCP05841,53003,56
HCP05842,03032,46
HCP05843,27007,21
HCP05844,19702,48
HCP05845,96703,52
HCP05846,60602,49
HCP05847,88902,53
HCP05848,48002,13
HCP05849,05009,10
HCP05850,38603,22
HCP05851,04003,41
HCP05852,33127,35
HCP05853,46001,56
HCP05854,30301,46
HCP05855,70003,32
HCP05856,60603,28
HCP05857,03031,44
HCP05858,77003,15
HCP05859,99503,56
HCP05860,04001,55
HCP05861,10004,15
HCP05862,98002,21
HCP05863,20001,59
HCP05864,90002,36
HCP05865,38601,6
HCP05866,29003,8
HCP05867,70002,6
HCP05868,46002,8
HCP05869,02801,19
HCP05870,94103,38
HCP05871,04003,25
HCP05872,27006,36
HCP05873,32003,11
HCP05874,20601,25
HCP05875,38603,57
HCP05876,70002,48
HCP05877,06003,17
HCP05878,84003,60
HCP05879,80002,50
HCP05880,59003,54
HCP05881,71601,30
HCP05882,90210,6
HCP05883,94105,40
HCP05884,60601,40
HCP05885,98101,18
HCP05886,01003,57
HCP05887,02101,45
HCP05888,02804,19
HCP05889,19703,7
HCP05890,07002,31
HCP05891,70001,30
HCP05892,63002,50
HCP05893,98103,59
HCP05894,88902,26
HCP05895,96704,34
HCP05896,98001,49
HCP05897,03033,14
HCP05898,60003,24
HCP05899,46001,47
HCP05900,98102,37
HCP05901,12001,31
HCP05902,05001,57
HCP05903,77001,24
HCP05904,04001,13
HCP05905,71602,41
HCP05906,90003,32
HCP05907,24702,51
HCP05908,43003,6
HCP05909,19703,46
HCP05910,68003,56
HCP05911,08001,46
HCP05912,70003,36
HCP05913,84002,33
HCP05914,84003,40
HCP05915,88904,13
HCP05916,73001,14
HCP05917,20603,35
HCP05918,60603,48
HCP05919,35005,21
HCP05920,57001,15
HCP05921,37011,17
HCP05922,01002,32
HCP05923,19103,26
HCP05924,20002,23
HCP05925,10001,46
HCP05926,87001,55
HCP05927,90211,31
HCP05928,48002,9
HCP05929,71602,9
HCP05930,24712,21
HCP05931,04001,42
HCP05932,04003,7
HCP05933,03031,20
HCP05934,45201,14
HCP05935,33126,49
HCP05936,37010,10
HCP05937,99503,54
HCP05938,66006,14
HCP05939,83203,42
HCP05940,27007,20
HCP05941,84001,39
HCP05942,55002,13
HCP05943,30303,28
HCP05944,04002,59
HCP05945,38601,19
HCP05946,05002,23
HCP05947,38603,11
HCP05948,08001,29
HCP05949,84001,47
HCP05950,73002,47
HCP05951,35006,34
HCP05952,84003,20
HCP05953,30003,23
HCP05954,84003,17
HCP05955,32003,46
HCP05956,94102,12
HCP05957,19701,26
HCP05958,77001,43
HCP05959,38602,25
HCP05960,46002,47
HCP05961,80001,43
HCP05962,03032,56
HCP05963,84002,16
HCP05964,30303,14
HCP05965,98003,31
HCP05966,58002,56
HCP05967,70001,21
HCP05968,98002,58
HCP05969,03032,58
HCP05970,01001,31
HCP05971,57003,59
HCP05972,77002,38
HCP05973,20603,18
HCP05974,87002,37
HCP05975,59002,33
HCP05976,37012,6
HCP05977,70003,32
HCP05978,02801,38
HCP05979,20102,18
HCP05980,03032,56
HCP05981,10004,27
HCP05982,02101,46
HCP05983,70003,7
HCP05984,16820,29
HCP05985,77001,12
HCP05986,73001,27
HCP05987,94105,19
HCP05988,24701,16
HCP05989,46001,19
HCP05990,90003,12
HCP05991,30002,32
HCP05992,03031,29
HCP05993,08002,21
HCP05994,80002,33
HCP05995,60002,9
HCP05996,94103,19
HCP05997,59002,7
HCP05998,77003,58
HCP05999,29001,40
HCP06000,06003,35
HCP06001,12001,29
HCP06002,05009,8
HCP06003,53003,22
HCP06004,08002,37
HCP06005,19102,54
HCP06006,60002,52
HCP06007,43003,34
HCP06008,02103,32
HCP06009,03033,29
HCP06010,68003,48
HCP06011,20102,18
HCP06012,27007,11
HCP06013,99501,53
HCP06014,90002,21
HCP06015,77001,7
HCP06016,03033,21
HCP06017,83202,23
HCP06018,48003,24
HCP06019,96704,40
HCP06020,02102,37
HCP06021,90003,9
HCP06022,57002,25
HCP06023,20001,31
HCP06024,35006,12
HCP06025,07002,36
HCP06026,06003,51
HCP06027,27008,41
HCP06028,48002,29
HCP06029,99501,37
HCP06030,20103,19
HCP06031,55002,10
HCP06032,08003,6
HCP06033,75002,44
HCP06034,77002,55
HCP06035,75002,42
HCP06036,20101,18
HCP06037,04001,20
HCP06038,12002,60
HCP06039,84003,19
HCP06040,45202,18
HCP06041,90211,15
HCP06042,84002,52
HCP06043,60001,56
HCP06044,90211,33
HCP06045,66006,39
HCP06046,48002,10
HCP06047,68001,48
HCP06048,90003,16
HCP06049,40004,49
HCP06050,24702,60
HCP06051,70003,19
HCP06052,90002,57
HCP06053,71602,28
HCP06054,68002,52
HCP06055,71603,20
HCP06056,29002,25
HCP06057,45201,35
HCP06058,59002,50
HCP06059,83201,30
HCP06060,68001,33
HCP06061,57002,60
HCP06062,04002,10
HCP06063,73001,7
HCP06064,88901,27
HCP06065,63001,55
HCP06066,33126,7
HCP06067,55003,34
HCP06068,94104,58
HCP06069,29002,9
HCP06070,10004,21
HCP06071,04003,59
HCP06072,32006,42
HCP06073,20103,7
HCP06074,06001,35
HCP06075,12001,32
HCP06076,50002,15
HCP06077,96701,11
HCP06078,37011,9
HCP06079,55001,57
HCP06080,10003,47
HCP06081,82002,49
HCP06082,45201,17
HCP06083,48003,19
HCP06084,55001,22
HCP06085,68002,6
HCP06086,04003,9
HCP06087,37011,55
HCP06088,04003,54
HCP06089,43003,18
HCP06090,87004,54
HCP06091,02101,40
HCP06092,04001,21
HCP06093,71602,44
HCP06094,63002,10
HCP06095,29003,37
HCP06096,58003,40
HCP06097,53003,28
HCP06098,04002,37
HCP06099,90003,11
HCP06100,57001,37
HCP06101,55003,13
HCP06102,59003,54
HCP06103,87002,9
HCP06104,30303,24
HCP06105,20003,12
HCP06106,66006,51
HCP06107,03033,14
HCP06108,60002,54
HCP06109,80003,6
HCP06110,45203,26
HCP06111,46001,41
HCP06112,27006,38
HCP06113,55001,24
HCP06114,71602,7
HCP06115,20002,16
HCP06116,33126,14
HCP06117,70003,44
HCP06118,94103,10
HCP06119,08002,18
HCP06120,59002,42
HCP06121,98103,15
HCP06122,60002,49
HCP06123,70001,25
HCP06124,71601,13
HCP06125,38602,59
HCP06126,16820,25
HCP06127,94105,38
HCP06128,12002,16
HCP06129,63005,11
HCP06130,96701,54
HCP06131,19104,29
HCP06132,58002,29
HCP06133,33125,23
HCP06134,88904,32
HCP06135,75002,30
HCP06136,98001,56
HCP06137,43001,25
HCP06138,02804,57
HCP06139,20602,31
HCP06140,63002,49
HCP06141,53001,35
HCP06142,48002,12
HCP06143,53003,57
HCP06144,32004,33
HCP06145,20602,28
HCP06146,85002,44
HCP06147,58003,5
HCP06148,32006,49
HCP06149,10004,34
HCP06150,08003,44
HCP06151,58001,46
HCP06152,58002,34
HCP06153,88904,21
HCP06154,48001,41
HCP06155,06001,33
HCP06156,19702,9
HCP06157,71601,18
HCP06158,02802,6
HCP06159,08001,33
HCP06160,63005,22
HCP06161,20602,57
HCP06162,27007,44
HCP06163,84001,16
HCP06164,29003,39
HCP06165,63001,23
HCP06166,60602,6
HCP06167,01002,11
HCP06168,85001,32
HCP06169,46002,23
HCP06170,60601,37
HCP06171,43003,54
HCP06172,43001,35
HCP06173,59002,26
HCP06174,60602,29
HCP06175,10003,36
HCP06176,19703,50
HCP06177,33127,7
HCP06178,59001,48
HCP06179,27008,18
HCP06180,19103,30
HCP06181,32006,49
HCP06182,45203,44
HCP06183,94105,15
HCP06184,71602,45
HCP06185,32004,14
HCP06186,87004,12
HCP06187,03033,23
HCP06188,32004,10
HCP06189,29003,46
HCP06190,19102,45
HCP06191,87002,53
HCP06192,60002,49
HCP06193,02103,37
HCP06194,10001,54
HCP06195,07001,11
HCP06196,73001,36
HCP06197,84002,15
HCP06198,05001,25
HCP06199,73001,24
HCP06200,40004,32
HCP06201,10001,57
HCP06202,16822,41
HCP06203,38601,40
HCP06204,20003,48
HCP06205,77003,19
HCP06206,07002,28
HCP06207,08001,49
HCP06208,02802,27
HCP06209,55003,45
HCP06210,53001,51
HCP06211,90003,31
HCP06212,46003,31
HCP06213,84003,52
HCP06214,32004,16
HCP06215,30004,22
HCP06216,60001,25
HCP06217,12004,36
HCP06218,83203,51
HCP06219,06003,53
HCP06220,07003,56
HCP06221,58002,13
HCP06222,59001,23
HCP06223,06001,40
HCP06224,82001,59
HCP06225,06002,12
HCP06226,59002,8
HCP06227,58003,37
HCP06228,01001,53
HCP06229,87002,8
HCP06230,20101,50
HCP06231,20601,42
HCP06232,02801,31
HCP06233,03033,11
HCP06234,02101,40
HCP06235,08002,20
HCP06236,33126,47
HCP06237,10001,37
HCP06238,20601,45
HCP06239,80001,49
HCP06240,24702,18
HCP06241,63005,9
HCP06242,16822,57
HCP06243,60602,16
HCP06244,97001,21
HCP06245,90211,19
HCP06246,30004,7
HCP06247,55003,49
HCP06248,66002,42
HCP06249,57003,6
HCP06250,04003,40
HCP06251,80001,43
HCP06252,82003,19
HCP06253,20102,7
HCP06254,04002,44
HCP06255,73003,12
HCP06256,46002,40
HCP06257,58002,14
HCP06258,06002,22
HCP06259,57003,31
HCP06260,40003,16
HCP06261,33125,54
HCP06262,73003,17
HCP06263,77002,18
HCP06264,46001,27
HCP06265,48002,48
HCP06266,75006,21
HCP06267,38603,47
HCP06268,38602,16
HCP06269,33125,6
HCP06270,43001,58
HCP06271,20102,43
HCP06272,53001,50
HCP06273,96703,49
HCP06274,46003,29
HCP06275,55003,46
HCP06276,20002,49
HCP06277,40004,25
HCP06278,07001,15
HCP06279,75002,38
HCP06280,90212,35
HCP06281,40006,51
HCP06282,20601,23
HCP06283,59001,42
HCP06284,19702,56
HCP06285,24712,37
HCP06286,87001,5
HCP06287,20601,12
HCP06288,05002,17
HCP06289,85003,23
HCP06290,87001,5
HCP06291,19103,40
HCP06292,07002,21
HCP06293,82002,47
HCP06294,40003,60
HCP06295,02101,37
HCP06296,38601,59
HCP06297,43003,59
HCP06298,57003,21
HCP06299,82002,21
HCP06300,60602,21
HCP06301,53002,22
HCP06302,10002,20
HCP06303,43003,57
HCP06304,19104,21
HCP06305,46001,36
HCP06306,58001,60
HCP06307,33126,48
HCP06308,97003,30
HCP06309,59003,52
HCP06310,80003,23
HCP06311,99501,42
HCP06312,19702,17
HCP06313,40003,10
HCP06314,05001,46
HCP06315,50001,53
HCP06316,19102,17
HCP06317,58001,55
HCP06318,58002,58
HCP06319,46001,15
HCP06320,60002,46
HCP06321,71601,53
HCP06322,32003,31
HCP06323,16822,29
HCP06324,19703,44
HCP06325,32004,7
HCP06326,80002,35
HCP06327,40006,48
HCP06328,02102,38
HCP06329,80001,36
HCP06330,20003,49
HCP06331,40006,12
HCP06332,90210,42
HCP06333,68002,52
HCP06334,29001,8
HCP06335,03033,58
HCP06336,50002,48
HCP06337,66002,21
HCP06338,99501,49
HCP06339,10001,23
HCP06340,37012,39
HCP06341,80002,20
HCP06342,53002,40
HCP06343,98001,57
HCP06344,30003,43
HCP06345,01002,9
HCP06346,10003,11
HCP06347,20003,30
HCP06348,94103,31
HCP06349,20002,36
HCP06350,30301,45
HCP06351,20003,30
HCP06352,02101,24
HCP06353,02102,10
HCP06354,87002,16
HCP06355,88904,10
HCP06356,27008,26
HCP06357,30004,52
HCP06358,85002,8
HCP06359,94104,7
HCP06360,07001,20
HCP06361,07002,32
HCP06362,55001,31
HCP06363,33127,22
HCP06364,33125,29
HCP06365,03032,31
HCP06366,59003,23
HCP06367,73001,44
HCP06368,58002,23
HCP06369,57003,10
HCP06370,06003,52
HCP06371,12004,29
HCP06372,85003,22
HCP06373,60602,36
HCP06374,03033,17
HCP06375,19103,6
HCP06376,19703,59
HCP06377,57001,17
HCP06378,71601,40
HCP06379,80001,45
HCP06380,50001,15
HCP06381,08002,15
HCP06382,88904,45
HCP06383,08002,34
HCP06384,16820,49
HCP06385,50001,27
HCP06386,27008,42
HCP06387,68001,43
HCP06388,75001,45
HCP06389,50003,20
HCP06390,07003,5
HCP06391,19703,19
HCP06392,66006,36
HCP06393,02101,38
HCP06394,99501,21
HCP06395,63002,34
HCP06396,58002,47
HCP06397,20101,28
HCP06398,84001,50
HCP06399,20102,40
HCP06400,70002,18
HCP06401,20101,42
HCP06402,38603,54
HCP06403,87004,47
HCP06404,19102,33
HCP06405,80002,23
HCP06406,85002,23
HCP06407,29003,36
HCP06408,35006,9
HCP06409,82003,53
HCP06410,58002,9
HCP06411,97002,11
HCP06412,20002,57
HCP06413,88901,28
HCP06414,60603,34
HCP06415,38602,21
HCP06416,82002,7
HCP06417,30002,33
HCP06418,50002,7
HCP06419,70002,46
HCP06420,80002,38
HCP06421,37010,44
HCP06422,50002,14
HCP06423,43001,45
HCP06424,16821,52
HCP06425,80002,53
HCP06426,98103,9
HCP06427,55002,44
HCP06428,38602,21
HCP06429,82001,55
HCP06430,84001,16
HCP06431,04003,38
HCP06432,27008,6
HCP06433,43003,17
HCP06434,24712,31
HCP06435,01002,6
HCP06436,75006,60
HCP06437,06002,48
HCP06438,27006,59
HCP06439,35005,49
HCP06440,71601,33
HCP06441,90212,17
HCP06442,98001,52
HCP06443,38601,45
HCP06444,45202,41
HCP06445,85002,12
HCP06446,71601,47
HCP06447,80003,25
HCP06448,55002,17
HCP06449,46001,13
HCP06450,19703,9
HCP06451,90211,46
HCP06452,20001,27
HCP06453,99501,12
HCP06454,45201,25
HCP06455,16820,25
HCP06456,04003,15
HCP06457,99501,53
HCP06458,90003,58
HCP06459,82001,48
HCP06460,98102,30
HCP06461,03033,8
HCP06462,30004,59
HCP06463,58003,58
HCP06464,94102,44
HCP06465,68003,40
HCP06466,02802,9
HCP06467,03033,22
HCP06468,19701,25
HCP06469,82001,52
HCP06470,12004,32
HCP06471,05002,17
HCP06472,12004,11
HCP06473,16822,41
HCP06474,88904,25
HCP06475,43003,47
HCP06476,12001,14
HCP06477,43002,52
HCP06478,01003,23
HCP06479,27007,23
HCP06480,63005,52
HCP06481,24701,58
HCP06482,66006,11
HCP06483,82003,12
HCP06484,60002,22
HCP06485,16822,27
HCP06486,87002,8
HCP06487,73002,56
HCP06488,87004,55
HCP06489,90212,48
HCP06490,85001,28
HCP06491,90211,14
HCP06492,30004,50
HCP06493,55003,13
HCP06494,60001,28
HCP06495,66006,50
HCP06496,77001,29
HCP06497,59002,45
HCP06498,98002,49
HCP06499,37012,48
HCP06500,46002,32
HCP06501,02101,12
HCP06502,50003,58
HCP06503,40003,29
HCP06504,45201,11
HCP06505,30303,19
HCP06506,37011,59
HCP06507,16821,24
HCP06508,77003,41
HCP06509,68003,39
HCP06510,20603,24
HCP06511,98102,32
HCP06512,50001,31
HCP06513,97001,57
HCP06514,87004,28
HCP06515,19103,31
HCP06516,84003,35
HCP06517,02804,33
HCP06518,82002,5
HCP06519,90211,24
HCP06520,63005,59
HCP06521,82003,48
HCP06522,02804,6
HCP06523,19103,43
HCP06524,01003,17
HCP06525,90210,33
HCP06526,43002,60
HCP06527,84003,41
HCP06528,19104,39
HCP06529,90210,44
HCP06530,20603,10
HCP06531,87002,42
HCP06532,27006,18
HCP06533,50001,6
HCP06534,66002,58
HCP06535,04003,50
HCP06536,90003,58
HCP06537,87004,34
HCP06538,98102,17
HCP06539,90002,60
HCP06540,24702,57
HCP06541,70002,11
HCP06542,99501,18
HCP06543,55002,40
HCP06544,53002,15
HCP06545,96701,8
HCP06546,75001,55
HCP06547,30004,16
HCP06548,57002,31
HCP06549,98001,25
HCP06550,16822,15
HCP06551,20101,43
HCP06552,04002,16
HCP06553,40003,19
HCP06554,32006,47
HCP06555,05009,30
HCP06556,02802,40
HCP06557,90003,44
HCP06558,35004,25
HCP06559,85001,40
HCP06560,38602,25
HCP06561,60601,48
HCP06562,82003,33
HCP06563,80003,37
HCP06564,85001,12
HCP06565,60001,42
HCP06566,63001,15
HCP06567,60002,5
HCP06568,48002,16
HCP06569,06003,24
HCP06570,83201,30
HCP06571,97002,50
HCP06572,43003,36
HCP06573,80002,15
HCP06574,35006,44
HCP06575,71602,50
HCP06576,07002,60
HCP06577,90002,55
HCP06578,68001,53
HCP06579,96701,16
HCP06580,20002,16
HCP06581,27008,54
HCP06582,80003,60
HCP06583,87002,21
HCP06584,71602,5
HCP06585,33125,5
HCP06586,68001,6
HCP06587,19102,27
HCP06588,20001,37
HCP06589,96701,38
HCP06590,20601,33
HCP06591,07001,13
HCP06592,46003,19
HCP06593,58002,59
HCP06594,32006,54
HCP06595,20101,15
HCP06596,07001,20
HCP06597,48002,48
HCP06598,73001,30
HCP06599,12001,54
HCP06600,38602,58
HCP06601,98002,7
HCP06602,87002,41
HCP06603,98103,15
HCP06604,02102,55
HCP06605,20103,50
HCP06606,87004,59
HCP06607,01003,53
HCP06608,83201,28
HCP06609,05009,32
HCP06610,85003,11
HCP06611,30301,38
HCP06612,08001,53
HCP06613,71602,52
HCP06614,32003,42
HCP06615,02101,20
HCP06616,60601,20
HCP06617,37011,55
HCP06618,02103,11
HCP06619,12004,18
HCP06620,85002,52
HCP06621,96703,28
HCP06622,48002,8
HCP06623,53002,29
HCP06624,33127,27
HCP06625,90212,51
HCP06626,08003,51
HCP06627,84002,11
HCP06628,88904,10
HCP06629,59003,10
HCP06630,88904,54
HCP06631,71602,34
HCP06632,94105,10
HCP06633,19103,10
HCP06634,97003,10
HCP06635,27008,20
HCP06636,77002,39
HCP06637,29001,32
HCP06638,07001,40
HCP06639,71603,31
HCP06640,02802,51
HCP06641,35004,18
HCP06642,37010,11
HCP06643,60603,11
HCP06644,30303,48
HCP06645,38603,35
HCP06646,05001,26
HCP06647,98101,41
HCP06648,66006,50
HCP06649,03031,15
HCP06650,66003,39
HCP06651,08001,6
HCP06652,57003,19
HCP06653,68001,31
HCP06654,97001,5
HCP06655,37012,29
HCP06656,05002,7
HCP06657,30302,23
HCP06658,83203,7
HCP06659,05001,23
HCP06660,83201,11
HCP06661,30004,56
HCP06662,48003,57
HCP06663,48002,17
HCP06664,20002,56
HCP06665,68002,20
HCP06666,60003,32
HCP06667,20103,55
HCP06668,06003,53
HCP06669,33125,22
HCP06670,80002,55
HCP06671,84001,35
HCP06672,30004,43
HCP06673,97003,13
HCP06674,01003,9
HCP06675,63001,36
HCP06676,29002,5
HCP06677,98002,60
HCP06678,08003,12
HCP06679,98002,10
HCP06680,82002,9
HCP06681,99502,58
HCP06682,35004,50
HCP06683,73001,35
HCP06684,68003,30
HCP06685,40003,53
HCP06686,84003,6
HCP06687,88904,44
HCP06688,90001,26
HCP06689,73003,33
HCP06690,66006,45
HCP06691,96703,49
HCP06692,48002,40
HCP06693,57003,27
HCP06694,04002,48
HCP06695,90212,8
HCP06696,32004,13
HCP06697,19104,27
HCP06698,77001,7
HCP06699,33125,34
HCP06700,48001,54
HCP06701,12001,49
HCP06702,97001,47
HCP06703,37012,28
HCP06704,90210,9
HCP06705,48003,31
HCP06706,19702,32
HCP06707,38603,53
HCP06708,30004,6
HCP06709,58002,7
HCP06710,07001,10
HCP06711,12004,57
HCP06712,30002,19
HCP06713,55002,8
HCP06714,33126,44
HCP06715,43001,16
HCP06716,19702,9
HCP06717,59003,32
HCP06718,12002,17
HCP06719,12001,57
HCP06720,77001,58
HCP06721,97002,27
HCP06722,73003,7
HCP06723,58002,38
HCP06724,08001,7
HCP06725,87004,53
HCP06726,87004,22
HCP06727,16821,19
HCP06728,40006,38
HCP06729,35006,40
HCP06730,04002,41
HCP06731,70002,52
HCP06732,53001,7
HCP06733,02102,27
HCP06734,83203,18
HCP06735,88902,53
HCP06736,19701,47
